,name,existence,Gas,Electricity,water
13214,Delaware County Rural Water District 10,0.2,,,Delaware County Rural Water District 10
13215,Delhi County Water District,0.2,,,Delhi County Water District
13216,Delhi County Water District-Maintenance Department,0.2,,,Delhi County Water District-Maintenance Department
13217,Delhi New Water Plant,0.2,,,Delhi New Water Plant
13218,Delmar Town Water Commission,0.2,,,Delmar Town Water Commission
13219,Delmarva Power Customer Service,0.2,,,
13220,Delta Natural Gas Company,0.2,Delta Natural Gas Company,,
13221,Delta Utility Solutions,0.2,,,
13222,Dem Co.,0.2,,,
13223,DEM Co.,0.2,,,
13224,Demopolis Sewer Board,0.2,,,Demopolis Sewer Board
13225,Denex Petroleum Corporation,0.2,,,
13226,Denison Water Billing,0.2,,,Denison Water Billing
13227,Denmark Water Department,0.2,,,Denmark Water Department
13228,Denton County Electric Cooperative,0.2,,Denton County Electric Cooperative,
13229,Denton County Fresh Water Supply District 7,0.2,,,Denton County Fresh Water Supply District 7
13230,Denton Water Plant,0.2,,,Denton Water Plant
13231,Department of Water & Power,0.2,,,Department of Water & Power
13232,Department Of Water & Power,0.2,,,Department Of Water & Power
13233,Department-Public Works,0.2,,,
13234,Depew Storage,0.2,,,
13235,Depoe Bay Water Department,0.2,,,Depoe Bay Water Department
13236,Derrick's Electric,0.2,,Derrick's Electric,
13237,Derry Filtration Plant,0.2,,,
13238,Derry Twp Municipal Authority,0.2,,,
13239,Derry Water Div Office,0.2,,,Derry Water Div Office
13240,Des Moines Waterworks,0.2,,,Des Moines Waterworks
13241,Destin Pipeline Co.,0.2,,,
13242,Destiny Deep Sea Water,0.2,,,Destiny Deep Sea Water
13243,Detazio Electric,0.2,,Detazio Electric,
13244,Devon Gas Service,0.2,Devon Gas Service,,
13245,Dexter Utility District,0.2,,,
13246,"Diamond Water Systems, Inc.",0.2,,,"Diamond Water Systems, Inc."
13247,Dickenson County Public Service,0.2,,,
13248,Dierks City Municipal Water,0.2,,,Dierks City Municipal Water
13249,Dighton Water District Office,0.2,,,Dighton Water District Office
13250,Dillon Water Department,0.2,,,Dillon Water Department
13251,Dima Technologies,0.2,,,
13252,Dimeglio Electric Company,0.2,,Dimeglio Electric Company,
13253,Dimonion Virginia Power,0.2,,,
13254,Dis Gas,0.2,Dis Gas,,
13255,Discover Electrical Contractors,0.2,,Discover Electrical Contractors,
13256,Discovery Energy Utiltity Audits,0.2,,,
13257,Divernon Utility Billing,0.2,,,
13258,Diversified Engery,0.2,,,
13259,Division Of Waste Management,0.2,,,
13260,Dixfield Sewer Office,0.2,,,Dixfield Sewer Office
13261,Dixie Chemical Gas,0.2,Dixie Chemical Gas,,
13262,Dixie Power,0.2,,,
13263,Dixie Shamrock,0.2,,,
13264,Dixie Water Association,0.2,,,Dixie Water Association
13265,Dixie-Denning Supply Co.,0.2,,,
13266,Dodge City Water Div,0.2,,,Dodge City Water Div
13267,Dodge City Water Maintenance,0.2,,,Dodge City Water Maintenance
13268,Dolores City Water Department,0.2,,,Dolores City Water Department
13269,Dominion East Ohio Gas Company,0.2,Dominion East Ohio Gas Company,,
13270,Dominion Pittsburgh Power,0.2,,,
13271,Dominion Power,0.2,,,
13272,Dominion Resource Service,0.2,,,
13273,Dominion Resources Inc.,0.2,,,
13274,Dominion Transmission Inc.,0.2,,,
13275,Doniphan Water Department,0.2,,,Doniphan Water Department
13276,Donnellson Water Department,0.2,,,Donnellson Water Department
13277,Dooley Electric Co.,0.2,,Dooley Electric Co.,
13278,Dorcheat Community Water System,0.2,,,Dorcheat Community Water System
13279,Dorchester County Solid Waste,0.2,,,
13280,Dorchester County Water Department,0.2,,,Dorchester County Water Department
13281,Dorhout Electric,0.2,,Dorhout Electric,
13282,Dothan Electric Department,0.2,,Dothan Electric Department,
13283,Dothan Energy Corporation,0.2,,,
13284,Dothan Water Division,0.2,,,Dothan Water Division
13285,Douglas County Public Utility,0.2,,,
13286,Douglas County Sewer Improvement District,0.2,,,Douglas County Sewer Improvement District
13287,Douglas Pipeline Co.,0.2,,,
13288,Douglas Water & Sewer Department,0.2,,,Douglas Water & Sewer Department
13289,Douglas Waterboard Treatment,0.2,,,Douglas Waterboard Treatment
13290,Dover The City - Electric-Water Utility Customer Services,0.2,,Dover The City - Electric-Water Utility Customer Services,Dover The City - Electric-Water Utility Customer Services
13291,Dover Water & Sewer Billing,0.2,,,Dover Water & Sewer Billing
13292,Dover Water Co.,0.2,,,Dover Water Co.
13293,Dowelltown-Liberty Water System,0.2,,,Dowelltown-Liberty Water System
13294,Downeast Lng,0.2,,,
13295,Doyline Waterworks,0.2,,,Doyline Waterworks
13296,DPI Energy,0.2,,,
13297,Drain City Water Department,0.2,,,Drain City Water Department
13298,Dresden Water Clerks Office,0.2,,,Dresden Water Clerks Office
13299,Drought H P & Company Investments,0.2,,,
13300,Drummond Road Maintenance,0.2,,,
13301,Drummond Sanitary District,0.2,,,
13302,Drumright Water Department,0.2,,,Drumright Water Department
13303,Dry Run Utility District,0.2,,,
13304,Dte Energy/Michigan Consolidated Gas Co.,0.2,Dte Energy/Michigan Consolidated Gas Co.,,
13305,Dubois Rec - Construction Line Department,0.2,,,
13306,Duck Creek Water Supply,0.2,,,Duck Creek Water Supply
13307,Dudley Sewer Department,0.2,,,Dudley Sewer Department
13308,Duke Energy Building,0.2,,,
13309,Duke Energy Clarksville,0.2,,,
13310,"Duke Energy Field Services, Pampa Office",0.2,,,
13311,Duke Energy Home Users Melody,0.2,,,
13312,Duke Energy Ohio,0.2,,,
13313,Duke Energy Solar,0.2,,,
13314,Duke Power Co.,0.2,,,
13315,Duke Power Sub Station,0.2,,,
13316,Dune's Community Development District,0.2,,,
13317,Dunkirk Water Department,0.2,,,Dunkirk Water Department
13318,Dunnigan Water District,0.2,,,Dunnigan Water District
13319,Dupont Water Co.,0.2,,,Dupont Water Co.
13320,Durango Water Service,0.2,,,Durango Water Service
13321,Durant Water Department,0.2,,,Durant Water Department
13322,Durham Park Water Supply,0.2,,,Durham Park Water Supply
13323,Dutchman Acres Water Co.,0.2,,,Dutchman Acres Water Co.
13324,DXV Water Technologies,0.2,,,DXV Water Technologies
13325,Dyersburg Sewer Department,0.2,,,Dyersburg Sewer Department
13326,Dyna Sig,0.2,,,
13327,Dynamic Energy Services,0.2,,,
13328,Dynamic Instruments A Division Of Technology For Energy,0.2,,,
13329,Dynegy Renaissance,0.2,,,
13330,Dynegy South Bay,0.2,,,
13331,E & E Construction & Drilling,0.2,,,
13332,E & P Williams,0.2,,,
13333,E Osterman Gas Service,0.2,E Osterman Gas Service,,
13334,E W Moran Drilling Co.,0.2,,,
13335,E3 Supply,0.2,,,
13336,Eagle Butte Water Department,0.2,,,Eagle Butte Water Department
13337,Eagle Pass Water Works,0.2,,,Eagle Pass Water Works
13338,Eagle Rock Desoto Pipeline,0.2,,,
13339,Eagle Rock Energy Partners L P,0.2,,,
13340,Earl C Knowlton Water Treatment,0.2,,,Earl C Knowlton Water Treatment
13341,Earle Water Co.,0.2,,,Earle Water Co.
13342,Earlington Water Department,0.2,,,Earlington Water Department
13343,East Bay MUN Utility District,0.2,,,
13344,East Bay Municipal Utility District Wastewater,0.2,,,East Bay Municipal Utility District Wastewater
13345,East Bridgewater Water Department,0.2,,,East Bridgewater Water Department
13346,East Coast Trailer and Equipment,0.2,,,
13347,East Deer Twp Highway Department,0.2,,,
13348,East Delaware Tunnel Outlet,0.2,,,
13349,East End Mutual Electric,0.2,,East End Mutual Electric,
13350,East European Gas Analysis,0.2,East European Gas Analysis,,
13351,East Fishkill Town Water Department,0.2,,,East Fishkill Town Water Department
13352,East Grand Forks Water Service Center,0.2,,,East Grand Forks Water Service Center
13353,East Hanover Twp Water Department,0.2,,,East Hanover Twp Water Department
13354,East Kentucky RECC Transmission,0.2,,,
13355,East Kentucky Rural Electric,0.2,,East Kentucky Rural Electric,
13356,East Ky Power,0.2,,,
13357,East Ky Rural Electric Co-Op,0.2,,East Ky Rural Electric Co-Op,
13358,East Lauderdale Water Authority,0.2,,,East Lauderdale Water Authority
13359,East Liverpool Water Works,0.2,,,East Liverpool Water Works
13360,"East Lowndes Water Associates, Treatment Plant Num 3",0.2,,,"East Lowndes Water Associates, Treatment Plant Num 3"
13361,East Madison Water Association,0.2,,,East Madison Water Association
13362,East Orosi Community Service District,0.2,,,
13363,East Pendleton Co Water Dist,0.2,,,East Pendleton Co Water Dist
13364,East Pontotoc Water Association,0.2,,,East Pontotoc Water Association
13365,East Richland Water Works,0.2,,,East Richland Water Works
13366,East Rio Hondo Water Supply Co.,0.2,,,East Rio Hondo Water Supply Co.
13367,East River Electric,0.2,,East River Electric,
13368,East River Electric Coop,0.2,,East River Electric Coop,
13369,East River Electric Power,0.2,,East River Electric Power,
13370,East River Regional Sanitation,0.2,,,
13371,East Sparta Water Plant,0.2,,,East Sparta Water Plant
13372,East Stroudsburg Water Billing,0.2,,,East Stroudsburg Water Billing
13373,East Texas Electric Co-Op,0.2,,East Texas Electric Co-Op,
13374,East Valley Farms Mutual Water Company,0.2,,,East Valley Farms Mutual Water Company
13375,East View Public Service District,0.2,,,
13376,East Washington Joint Authority,0.2,,,
13377,East-Central Ia Rural Electric,0.2,,East-Central Ia Rural Electric,
13378,Eastern Ky RECC,0.2,,,
13379,Eastern New Mexico Natural Gas,0.2,Eastern New Mexico Natural Gas,,
13380,Eastland County Water Supply,0.2,,,Eastland County Water Supply
13381,Eastland Operating,0.2,,,
13382,Easton Estates Water Co.,0.2,,,Easton Estates Water Co.
13383,Easton Sewer Department,0.2,,,Easton Sewer Department
13384,Eastpoint Water & Sewer Treatment,0.2,,,Eastpoint Water & Sewer Treatment
13385,Eastside Water Assoc,0.2,,,Eastside Water Assoc
13386,Eastsound Water Users Association,0.2,,,Eastsound Water Users Association
13387,Eastway Electric,0.2,,Eastway Electric,
13388,Easy Utility Square,0.2,,,
13389,Eaton Mr Ohio Edison,0.2,,,
13390,Eaton Water Department,0.2,,,Eaton Water Department
13391,Ecco Electric Company,0.2,,Ecco Electric Company,
13392,Eckhardt Electric Company,0.2,,Eckhardt Electric Company,
13393,Eclipse Mobile,0.2,,,
13394,ECM Rentals,0.2,,,
13395,Eco Electric Service,0.2,,Eco Electric Service,
13396,EDF Renewable Energy,0.2,,,
13397,Edgartown Water Department,0.2,,,Edgartown Water Department
13398,Edgemont Acres Mutual Water Co.,0.2,,,Edgemont Acres Mutual Water Co.
13399,Edgerton Water Department,0.2,,,Edgerton Water Department
13400,Edgerton Waterworks,0.2,,,Edgerton Waterworks
13401,Edina Sewer Department,0.2,,,Edina Sewer Department
13402,Edmonton Water Co Billing Office,0.2,,,Edmonton Water Co Billing Office
13403,Edna Water Department,0.2,,,Edna Water Department
13404,EEE Consulting Firm,0.2,,,
13405,Efficient Energy Distribution,0.2,,,
13406,Effingham Water Department,0.2,,,Effingham Water Department
13407,Egg Harbor Waste Water Treatment,0.2,,,Egg Harbor Waste Water Treatment
13408,Eichelberger's Energy Company,0.2,,,
13409,Eklutna Hydroelectric Project,0.2,,Eklutna Hydroelectric Project,
13410,El Paso City Government Environmental Services,0.2,,,
13411,El Paso County Water Control,0.2,,,El Paso County Water Control
13412,El Paso Field Service,0.2,,,
13413,Elba Water Department,0.2,,,Elba Water Department
13414,Elberton Water Plant,0.2,,,Elberton Water Plant
13415,Elcamino Water System,0.2,,,Elcamino Water System
13416,Eldorado Area Water & Snttn,0.2,,,Eldorado Area Water & Snttn
13417,Electra Water-Electric,0.2,,Electra Water-Electric,Electra Water-Electric
13418,Electracorp,0.2,,,
13419,Electranet Power,0.2,,,
13420,Electric 4 All Inc.,0.2,,Electric 4 All Inc.,
13421,Electric Cites Of Georgia,0.2,,Electric Cites Of Georgia,
13422,Electric Cities of Ga Meag Training Center,0.2,,Electric Cities of Ga Meag Training Center,
13423,Electric Light & Water Works,0.2,,Electric Light & Water Works,Electric Light & Water Works
13424,Electric Power Failure,0.2,,Electric Power Failure,
13425,Electrical Design Management,0.2,,Electrical Design Management,
13426,Electrical Division H K Porter Company,0.2,,Electrical Division H K Porter Company,
13427,Electricial Works of Houston,0.2,,Electricial Works of Houston,
13428,Electrician Henderson,0.2,,Electrician Henderson,
13429,Electro Lourds Co.,0.2,,,
13430,Electro-Nav,0.2,,,
13431,Elektric Motor Source,0.2,,,
13432,Elfrida Domestic Waters,0.2,,,Elfrida Domestic Waters
13433,Elizabeth Natural Gas,0.2,Elizabeth Natural Gas,,
13434,Elk Wind Energy,0.2,,,
13435,Elkhart Water Department,0.2,,,Elkhart Water Department
13436,Elkhorn Operating Co.,0.2,,,
13437,Elkins Water Distribution,0.2,,,Elkins Water Distribution
13438,Elkland Borough Waste Water,0.2,,,Elkland Borough Waste Water
13439,Elko Water Department,0.2,,,Elko Water Department
13440,Elko Water Shop,0.2,,,Elko Water Shop
13441,Ellenville Water Department,0.2,,,Ellenville Water Department
13442,Ellettsville Water & Waste,0.2,,,Ellettsville Water & Waste
13443,Ellicottville Water Billing,0.2,,,Ellicottville Water Billing
13444,"Ellinwood, Steven R - Steven R Ellinwood",0.2,,,
13445,Elloree Water System,0.2,,,Elloree Water System
13446,Ellsworth Water Department,0.2,,,Ellsworth Water Department
13447,Elm Bend Water District,0.2,,,Elm Bend Water District
13448,Elm Hill Water District,0.2,,,Elm Hill Water District
13449,Elm Road Service,0.2,,,
13450,Elmo Water Supply Corporation,0.2,,,Elmo Water Supply Corporation
13451,Elmore Water Plant,0.2,,,Elmore Water Plant
13452,Elroy Water Department,0.2,,,Elroy Water Department
13453,Elw Water,0.2,,,Elw Water
13454,Ely Electric Company,0.2,,Ely Electric Company,
13455,Embassy Natural Gas,0.2,Embassy Natural Gas,,
13456,Emc Water Supply Corporation,0.2,,,Emc Water Supply Corporation
13457,Emerald Electric NW,0.2,,Emerald Electric NW,
13458,Emerald Forest Utility District,0.2,,,
13459,Emerald Gas Co.,0.2,Emerald Gas Co.,,
13460,Emergencies & Gas Leaks,0.2,Emergencies & Gas Leaks,,
13461,Emergency Gas Service Line Repair,0.2,Emergency Gas Service Line Repair,,
13462,Emerson Energy Systems,0.2,,,
13463,Eminent Electrical,0.2,,Eminent Electrical,
13464,Emmetsburg Waste Water Plant,0.2,,,Emmetsburg Waste Water Plant
13465,Empire Airgas,0.2,Empire Airgas,,
13466,Empire State Sales & Service,0.2,,,
13467,Employee Power Plant,0.2,,,
13468,En Mark Gas,0.2,En Mark Gas,,
13469,Enbridge-Wilton Station,0.2,,,
13470,Encanto Real Utility District,0.2,,,
13471,Encinal Water Supply,0.2,,,Encinal Water Supply
13472,Encore Energy Services,0.2,,,
13473,Endicott Village Water Department,0.2,,,Endicott Village Water Department
13474,Eneergytransfer Co.,0.2,,,
13475,Enel Washington DC LLD,0.2,,,
13476,Energy Ambit,0.2,,,
13477,Energy Analytics,0.2,,,
13478,Energy Association Pa,0.2,,,
13479,Energy Consevers Group,0.2,,,
13480,Energy Co-Op,0.2,,,
13481,Energy Cooperative of New York,0.2,,,
13482,Energy Delights,0.2,,,
13483,Energy East,0.2,,,
13484,Energy Excel,0.2,,,
13485,Energy Land & Mineral,0.2,,,
13486,Energy Management Electrical,0.2,,Energy Management Electrical,
13487,Energy master electric,0.2,,Energy master electric,
13488,Energy Networks,0.2,,,
13489,Energy Paradigm,0.2,,,
13490,Energy Resource Partners,0.2,,,
13491,Energy Services Director,0.2,,,
13492,Energy Services Providers,0.2,,,
13493,Energy Supply Service,0.2,,,
13494,Enerqi,0.2,,,
13495,Engineer-Water Div III,0.2,,,Engineer-Water Div III
13496,England Municipal Sewer Department,0.2,,,England Municipal Sewer Department
13497,Englewood Water & Sewer Department,0.2,,,Englewood Water & Sewer Department
13498,Englishtown Water Department,0.2,,,Englishtown Water Department
13499,Enhanced Energy Group,0.2,,,
13500,Enhanced Geothermal Systs,0.2,,,
13501,Enlarged Hepzibah Public Dist,0.2,,,
13502,Enon Water Department,0.2,,,Enon Water Department
13503,Enpower Services,0.2,,,
13504,Enron Corporation,0.2,,,
13505,Enron Wind,0.2,,,
13506,Enron-Northern Natural Gas Co.,0.2,Enron-Northern Natural Gas Co.,,
13507,Enseco Energy Service USA Corporation,0.2,,,
13508,Entegra Power Group,0.2,,,
13509,Entek Power Service,0.2,,,
13510,Entek Power Services,0.2,,,
13511,Entergy Electric Co.,0.2,,Entergy Electric Co.,
13512,Entergy James A Fitzpatrick,0.2,,,
13513,Entergy Madison Office,0.2,,,
13514,Entergy Nuclear Generation,0.2,,,
13515,Entergy Security Corporation,0.2,,,
13516,Entergy Solutions Dist Cooling,0.2,,,
13517,Entergy Substation,0.2,,,
13518,Entergy Thermal,0.2,,,
13519,Entergy Wholesale Commodities,0.2,,,
13520,Enterprise Water Works Board,0.2,,,Enterprise Water Works Board
13521,Entiat Public Works Department,0.2,,,
13522,Envision Medical Gas Testing,0.2,Envision Medical Gas Testing,,
13523,Envridge,0.2,,,
13524,EPCOR Water,0.2,,,EPCOR Water
13525,EPCOR Water USA,0.2,,,EPCOR Water USA
